num_doc,tipo_doc,canal,cod_dispositivo,num_trx
5231218748597275864,1,MF,5086,1
-5723524746299388551,1,DISPENSADOR,1150,7
-3075640496904261800,1,DISPENSADOR,1147,3
1276762371692091222,1,DISPENSADOR,2337,4
6432986935725973836,1,DISPENSADOR,1115,2
3906906439330325740,1,DISPENSADOR,1116,8
3148818955445756105,1,DISPENSADOR,2532,1
-4518272570377893820,1,DISPENSADOR,4036,1
2026083793899479380,1,DISPENSADOR,4031,4
7077315494794730901,1,MF,5158,3
5535064789752383015,1,DISPENSADOR,2138,7
3603314850862354827,1,DISPENSADOR,3256,6
-3459419430697678189,1,DISPENSADOR,1724,2
3789542455820989022,1,DISPENSADOR,1975,1
-3218516972813413478,1,DISPENSADOR,5392,4
3887433613508652649,1,DISPENSADOR,2753,1
-3095932484830110422,1,DISPENSADOR,2536,2
-7899449745557287047,1,DISPENSADOR,2587,1
-3535702100900879398,1,DISPENSADOR,1116,1
-8292926387033166788,1,DISPENSADOR,6548,1
-8023386482246137839,1,DISPENSADOR,5788,2
-2793223585702693238,1,DISPENSADOR,8332,31
4571835352879606550,1,DISPENSADOR,1119,3
-5191399064301822670,1,DISPENSADOR,2930,3
-8932211327806137021,1,DISPENSADOR,6382,5
-5689754955381392678,1,MF,5210,1
-8145700588622690528,1,DISPENSADOR,2988,1
8315599668311645368,1,MF,5123,4
4080898676699175871,1,DISPENSADOR,5826,12
2139610374251915154,1,DISPENSADOR,8061,1
282008483384994684,1,DISPENSADOR,5773,1
3683710723634165299,1,DISPENSADOR,8071,1
6792843936327642769,1,DISPENSADOR,8071,1
-124380019991842563,1,DISPENSADOR,4441,1
-3250018908840428754,1,DISPENSADOR,2750,2
5200626077752554328,1,DISPENSADOR,2182,3
-4098568925717391237,1,DISPENSADOR,1157,1
391466001912094711,1,DISPENSADOR,2753,4
3169361721373314115,1,DISPENSADOR,5432,39
-3271260531706705727,1,DISPENSADOR,901,3
507071463508978172,1,DISPENSADOR,2337,2
1849749170644721929,1,DISPENSADOR,6552,4
3095356462165288734,1,DISPENSADOR,5787,7
-1008226411248037048,1,DISPENSADOR,4784,4
6115762885254945686,1,DISPENSADOR,2522,1
-2219766063031968591,1,DISPENSADOR,1157,4
-4674851905067201102,1,DISPENSADOR,8352,3
7067827277760050311,1,DISPENSADOR,4658,4
-2243831830015262006,1,DISPENSADOR,5519,1
-9181925865194571665,1,DISPENSADOR,2522,2
-1409764267033412314,1,DISPENSADOR,5825,1
-2219766063031968591,1,DISPENSADOR,5600,2
4632454390277821816,1,DISPENSADOR,6749,3
4107599106459701499,1,DISPENSADOR,5773,1
3480145105415564447,1,DISPENSADOR,5787,2
969901572510431850,1,MF,5215,4
-480443445586201192,1,DISPENSADOR,8082,1
3148818955445756105,1,DISPENSADOR,6120,5
3906906439330325740,1,DISPENSADOR,1700,12
-4506206583585877010,1,DISPENSADOR,4648,1
1915841514933634423,1,DISPENSADOR,4649,5
-3852154664203453703,1,DISPENSADOR,5600,2
-5240442873743801037,1,DISPENSADOR,8071,2
3159663315714557982,1,DISPENSADOR,1117,1
-2700250021114315423,1,DISPENSADOR,3005,1
5278297048759237145,1,DISPENSADOR,6552,6
-8275896732252420535,1,DISPENSADOR,4776,2
788148397756173297,1,DISPENSADOR,1147,2
-1483352924565348593,1,DISPENSADOR,4594,1
6150909009387879467,1,DISPENSADOR,1146,1
1140023166753492547,1,DISPENSADOR,2093,15
-8738987563996084340,1,DISPENSADOR,900,2
-3479847754448129166,1,DISPENSADOR,5826,1
1849749170644721929,1,DISPENSADOR,1700,1
-7457999930767499523,1,DISPENSADOR,1701,3
-6277954253507469557,1,MF,5218,2
-5042158089770878328,1,DISPENSADOR,8332,3
-5761470530624714594,1,DISPENSADOR,2750,1
-9011257223411092409,1,DISPENSADOR,4464,4
1308017321024329561,1,DISPENSADOR,4317,7
4723489613618189769,1,DISPENSADOR,1117,4
6150909009387879467,1,DISPENSADOR,1147,2
5588418329458427185,1,DISPENSADOR,1146,2
2601708436186446355,1,DISPENSADOR,2017,15
-1696279040955815380,1,DISPENSADOR,5859,1
-8465804141101128393,1,DISPENSADOR,3810,4
-8804792444315738258,1,DISPENSADOR,5462,1
-5305570312592298336,1,DISPENSADOR,8352,1
-8515686758560250792,1,DISPENSADOR,5719,3
-2159114385221943800,1,DISPENSADOR,1976,2
-2786382707185414537,1,DISPENSADOR,2138,1
-6345404257966918219,1,MF,5157,2
-5835794843533016923,1,DISPENSADOR,5432,6
-8089343889143402436,1,DISPENSADOR,2750,6
-3592089759399356086,1,DISPENSADOR,5788,2
5021935264722624691,1,DISPENSADOR,4783,2
9088248415769737096,1,MF,5083,2
7516654266100534147,1,DISPENSADOR,3663,1
4051713206704501854,1,DISPENSADOR,5632,3
-7718996919878641199,1,DISPENSADOR,8031,3
-7762034059330434337,1,DISPENSADOR,746,1
1071693800328936523,1,DISPENSADOR,6447,5
-7145086930867520680,1,DISPENSADOR,4093,4
-1447569240651070738,1,MF,5144,4
8420774247431028867,1,DISPENSADOR,5462,9
-7930715346243032211,1,DISPENSADOR,2019,1
-2348848099756382114,1,DISPENSADOR,1119,19
4764185133293785490,1,DISPENSADOR,5497,10
-2576360942653237233,1,MF,5083,1
-9044712566978972844,1,DISPENSADOR,5773,8
-613032296407054244,1,DISPENSADOR,5392,2
-7915848072630965605,1,DISPENSADOR,1157,4
-4031506488229512602,1,DISPENSADOR,5631,4
7490559377928554456,1,DISPENSADOR,89,2
-5876923183872148400,1,DISPENSADOR,1970,1
-485918097984702301,1,DISPENSADOR,5407,4
-3391525853554153023,1,DISPENSADOR,1147,2
205918861361894330,1,DISPENSADOR,744,4
5210214045584018349,1,DISPENSADOR,4317,4
-584593722589695970,1,DISPENSADOR,2019,1
-2006296317028379637,1,DISPENSADOR,2861,1
3267764525495803699,1,DISPENSADOR,3662,1
4482834107797576759,1,DISPENSADOR,2138,4
-7718996919878641199,1,DISPENSADOR,8062,1
-3786784314703618908,1,DISPENSADOR,1701,8
1872859839610636709,1,MF,5215,7
1422654654698398718,1,DISPENSADOR,5860,1
-6578428690778668215,1,DISPENSADOR,5538,3
6257541214803353216,1,DISPENSADOR,1265,1
-8804792444315738258,1,DISPENSADOR,2199,7
8534642243834978073,1,DISPENSADOR,2750,2
7586170015155825404,1,DISPENSADOR,5787,1
-7266701885454212842,1,DISPENSADOR,1975,2
9006952128699565161,1,DISPENSADOR,8064,2
-8682899158517377580,1,DISPENSADOR,1669,1
4100146428389447051,1,MF,5192,3
-7132871782393205124,1,DISPENSADOR,4649,2
371117269938069279,1,DISPENSADOR,4612,1
6299095849850239736,1,DISPENSADOR,2862,16
3041175729033732167,1,DISPENSADOR,4090,4
-1743533848315124851,1,DISPENSADOR,2899,9
-6507109842144577896,1,DISPENSADOR,2337,4
-3228789864422786581,1,DISPENSADOR,1700,10
3473195681309656582,1,DISPENSADOR,640,1
7251746986771524277,1,DISPENSADOR,4031,2
-6480100152268845566,1,DISPENSADOR,3005,2
8858349788624045818,1,DISPENSADOR,6548,1
-6570707893577252058,1,DISPENSADOR,5788,1
-2586161196365373752,1,DISPENSADOR,2899,2
5428155808391281193,1,DISPENSADOR,2750,2
5956677684936620180,1,SAI,62,1
7382794561363939446,1,SAI,205,1
-1169337271221000084,1,SAI,829,7
3218466592830008550,1,SAI,837,10
-7693738751631131064,1,SAI,823,1
-727446196001289198,1,SAI,514,1
-6637225997355477333,1,SAI,605,2
5088420866955234905,1,SAI,265,5
7640555041133714965,1,SAI,747,5
690876139247248340,1,SAI,265,1
9067650294741545971,1,SAI,514,1
5518408100027431367,1,SAI,77,1
-8902971615623544360,1,SAI,716,1
-8962295525426780728,1,SAI,829,2
3424764185020868327,1,SAI,825,108
-1436361226556338387,1,SAI,825,3
-6937814319900212276,1,SAI,812,1
-7977004153143209829,1,SAI,825,2
-5532510702452268572,1,SAI,77,2
-1968285289651719985,1,SAI,60,1
-6885624869547711732,1,SAI,741,2
7943472910722207223,1,SAI,812,1
9081278748673399966,1,SAI,752,1
4730617259469850577,1,SAI,205,1
-6663006577358695875,1,SAI,60,1
-3177455527456156739,1,SAI,750,1
-6183319598516442592,1,SAI,62,1
913210410295083971,1,SAI,77,3
-3296699988159553952,1,SAI,810,36
-3781703720242546866,1,SAI,749,3
1256017525233904982,1,SAI,61,1
2230819725763606495,1,SAI,514,1
6457449541113963432,1,SAI,60,1
-3891931217186672954,1,SAI,716,2
-6633047369987795529,1,SAI,745,1
6645569843901118116,1,SAI,514,2
1881108935767352004,1,SAI,812,27
413220683150820338,1,SAI,605,1
8458955889986853497,1,SAI,750,1
2292792827010810276,1,SAI,265,2
4092267154116101893,1,SAI,808,3
1004793671201168182,1,SAI,77,1
-4568283791358339921,1,SAI,710,4
-894141209171170804,1,SAI,514,3
-7593034751047956097,1,SAI,605,1
-5340610515684312972,1,SAI,752,2
-871396911656966111,1,SAI,265,2
2360442545302020649,1,SAI,757,1
-2393506124666944071,1,SAI,735,1
-4957190071942470353,1,SAI,829,1
-7104419303752554563,1,SAI,752,1
66685761422624299,1,SAI,736,11
-7175622450985414501,1,SAI,514,1
-4026532008899408020,1,SAI,812,1
8814253406693444920,1,SAI,605,1
-2163594942389076704,1,SAI,745,1
-7729497726062312860,1,SAI,61,1
5201287744271815208,1,SAI,808,1
-4570886376007352968,1,SAI,821,4
2170479140023524011,1,SAI,741,1
1189002936473045918,1,SAI,710,1
-8744974763339219597,1,SAI,64,1
5782233500490864492,1,SAI,62,6
-2977610741349169660,1,SAI,710,2
3608643947592758144,1,SAI,741,1
9176142551196239522,1,SAI,825,3
1344628778317106073,1,SAI,741,1
3595870960267733087,1,SAI,716,4
-2399896184540858905,1,SAI,808,1
7824439835309411385,1,SAI,605,2
-8842921501313985072,1,SAI,735,1
-6955557922744778957,1,SAI,747,1
1118068982343168347,1,SAI,265,5
-7225821899455531298,1,SAI,265,4
-7073162713026839595,1,SAI,837,1
-4566818434056991825,1,SAI,807,2
-9186693395875698210,1,SAI,749,1
-2903054476146763946,1,SAI,514,8
-2778786435094582441,1,SAI,605,1
-4118642947663166173,1,SAI,752,1
8731908582791478273,1,SAI,836,18
-982128872141133516,1,SAI,825,3
8479430282877258496,1,SAI,808,1
-7080245006634430659,1,SAI,205,1
-8023386482246137839,1,SAI,514,1
1095691536363984953,1,SAI,514,1
-7007814794243449532,1,SAI,742,5
-6483400732546354812,1,SAI,741,1
4125904301158774458,1,SAI,829,4
8144651074848819642,1,SAI,745,1
-5995449263900290065,1,SAI,757,1
1118068982343168347,1,SAI,812,1
4722544779133888647,1,SAI,837,2
-3143366461733881581,1,SAI,836,1
-6299002778901712251,1,SAI,752,1
-4587808858758792471,1,SAI,749,2
3961426404012096378,1,SAI,810,6
8253727739071181418,1,SAI,823,1
6181728696968346884,1,SAI,815,1
3763108073180217182,1,SAI,829,1
-1038754016974251967,1,SAI,810,6
7154301242783052315,1,SAI,77,2
6299375635314270517,1,SAI,742,1
-1815637780303816327,1,SAI,829,2
-2827429511457412039,1,SAI,829,2
-4587808858758792471,1,SAI,735,6
-5917993394001978538,1,SAI,75,1
3080665121518720985,1,SAI,205,2
-3745631589383312427,1,SAI,742,1
-3965841315993286539,1,SAI,77,6
-627519278954275522,1,SAI,745,1
4739042474433766872,1,SAI,803,2
-3084475552518969929,1,SAI,62,1
-8733007728173370654,1,SAI,821,1
-654949009484067805,1,SAI,829,8
-7294040230882310588,1,SAI,514,2
9081278748673399966,1,SAI,836,1
-509676674611244706,1,SAI,813,1
-1383596235886399827,1,SAI,837,1
-2483776787657187791,1,SAI,829,2
-2659786579811731753,1,SAI,265,2
-3281740472071032603,1,SAI,752,1
-4033376262412203890,1,SAI,747,1
8679265641981969016,1,SAI,803,1
2817114762453727194,1,SAI,829,1
4815708592002836822,1,SAI,736,2
-6781722266874650784,1,SAI,750,1
-3404794866773809902,1,SAI,807,3
-6306348899157174958,1,SAI,64,1
-1865030532176561766,1,SAI,62,2
488065962544488774,1,SAI,747,5
8813454125579059411,1,SAI,837,5
3261289568280431561,1,SAI,757,50
6548877952907893540,1,SAI,265,1
-6780221240340064592,1,SAI,75,2
104828598557799616,1,SAI,205,2
7962221706646761447,1,SAI,752,18
-3736718995874291145,1,SAI,808,1
-2755591302996659219,1,SAI,745,1
-3075640496904261800,1,SAI,829,1
-6838727911866701064,1,SAI,837,1
3798585324021595230,1,SAI,60,1
1749726501219658142,1,SAI,829,1
2120773058917991571,1,SAI,813,3
2743890963452507984,1,SAI,716,1
214475452832350662,1,SAI,752,1
7265645742161357924,1,SAI,752,1
7749251990752806158,1,SAI,735,1
-640004263643250050,1,SAI,808,1
-7921807425589376651,1,SAI,750,1
-5000230454599600540,1,SAI,808,1
5479770801592484697,1,SAI,742,1
2670975567567331119,1,SAI,747,1
5831093823635264450,1,SAI,514,1
-2316843544681763919,1,SAI,836,1
393937275739027914,1,SAI,813,3
-5895145469336255536,1,SAI,77,2
-3208599490278530402,1,SAI,605,3
-2159186831402547454,1,SAI,735,1
-6677329388994214160,1,SAI,829,2
8867348096449772205,1,SAI,735,1
-4073940581820690840,1,SAI,64,2
-4177983059023293923,1,SAI,821,1
-9183474780083267196,1,SAI,741,1
5916519368029022038,1,SAI,741,1
1716560608756970803,1,SAI,829,1
-6406560618801774505,1,SAI,61,1
-5974963249723248890,1,SAI,825,5
-751125473763355623,1,SAI,812,9
-9083646780915789566,1,SAI,605,1
6181728696968346884,1,SAI,807,2
7807656706839388014,1,SAI,829,2
-4902647298848152417,1,SAI,716,1
644708195045543700,1,SAI,752,1
-8583838526560096353,1,SAI,722,1
3528780014509166679,1,SAI,752,1
-1762474661445594290,1,SAI,745,1
-2427511534193022483,1,SAI,265,1
1803224214753431006,1,SAI,64,1
-9120386473574839173,1,SAI,836,9
-2498923325303865530,1,SAI,752,1
8575674596171532090,1,SAI,808,4
5089511491801411190,1,SAI,605,3
8640342788964491012,1,SAI,825,5
-4089911505867673023,1,SAI,745,1
5739432682115873575,1,SAI,749,2
-5205025081210923941,1,SAI,808,2
8799761711127347940,1,SAI,752,1
-3165092897827364824,1,SAI,742,1
8858349788624045818,1,SAI,716,1
-1298191932139915598,1,SAI,64,3
-1609348617208229602,1,SAI,813,6
-4177983059023293923,1,SAI,745,1
-8842921501313985072,1,SAI,812,1
-3906749324592363819,1,SAI,815,1
3616346544052405027,1,SAI,812,1
-4750425894116044693,1,SAI,808,1
3835683864662036231,1,SAI,747,2
-7064993191577286128,1,SAI,710,1
-7322039517938635018,1,SAI,829,1
-6550586610403660158,1,SAI,60,8
-4901174288297989886,1,CB,1554817970,1
5763205675919266295,1,CB,1518117425,2
3008680013702436438,1,CB,1622720364,3
-65668671011357937,1,CB,1013415282,1
872047087227472647,1,CB,1121911982,1
2529483256286475380,1,CB,1076121198,1
7336618918532622774,1,CB,1582218380,5
-4700736333578404322,1,CB,1013415252,1
5867417258734494987,1,CB,1013415255,2
-6318594648243260200,1,CB,1387717708,2
179484409659129448,1,CB,1622720197,1
5420116275329815158,1,CB,1104423592,5
-3935783983640216344,1,CB,1104427089,2
8448823065594229151,1,CB,1104414825,1
5281377761554215858,1,CB,1319414731,1
2061686869176638306,1,CB,1203621492,1
-8089343889143402436,1,CB,1013416598,1
8425167983323943167,1,CB,1104425222,1
-6421728649915909980,1,CB,1146712288,21
5350294551537058550,1,CB,1104423592,1
7822342064780910532,1,CB,1121911238,2
2670975567567331119,1,CB,1772722045,3
-6962660551218402431,1,CB,1013417785,1
3553921473180882473,1,CB,1944524871,3
-3497056379790991352,1,CB,1104423595,1
-2971192933535373734,1,CB,1104414825,1
-8406533941494800280,1,CB,1622720404,2
5601230159386079264,1,CB,1622719913,1
-6582663488057037927,1,CB,1306214456,2
-5279540339399512393,1,CB,1864623712,3
-1185835412731987308,1,CB,1100111020,6
-4267263416165490621,1,CB,1361415303,2
-8727250259034966812,1,CB,1203621492,1
-3906868126165467918,1,CB,1772722045,2
-6943732889918790302,1,CB,1622720338,1
-4263835705282393803,1,CB,1403815907,2
-6943732889918790302,1,CB,1622720087,1
-1027836485982139155,1,CB,1306014453,2
-3737654560853894694,1,CB,1622719913,3
8755518431394234155,1,CB,2017826397,1
8365304959613582273,1,CB,1096710986,1
7784999879433098649,1,CB,1296714287,1
-8256802827626696725,1,CB,1013417841,1
-944652293203170680,1,CB,1517217414,1
4153740058425851806,1,CB,1907724314,1
7639973799723759438,1,CB,1319414732,13
-5791787082024748446,1,CB,1622720350,1
-4893825154188232101,1,CB,1104425222,4
-4496310332486990912,1,CB,1104423594,1
3245313008770394998,1,CB,1897424149,11
3884716241600956930,1,CB,1908124319,2
645330659197814635,1,CB,1203621492,2
-8653121791292622407,1,CB,1076120916,1
4629217305860512846,1,CB,1104423594,1
2046694406114600888,1,CB,1104418889,3
-5815486043691857157,1,CB,1622720205,6
-4700736333578404322,1,CB,1121218306,1
4335937932721352419,1,CB,1622720382,1
5505404490784388780,1,CB,1925224547,2
-7095033436127354812,1,CB,1104414825,1
-8728671903702872629,1,CB,1197913016,1
-1183486238995105200,1,CB,1076120915,2
-3896576687784081484,1,CB,2047126840,6
-268195131530855602,1,CB,1007010073,1
4025269135048433694,1,CB,1146712288,15
-8847109943276328195,1,CB,1076121198,20
6117213071063026249,1,CB,1792222518,1
5108244539774242797,1,CB,1319414732,1
6694655963473547128,1,CB,1913124373,1
7424655378279051280,1,CB,1111311895,1
3785376175516210347,1,CB,1104423593,12
4718745281057995801,1,CB,1104423595,2
662130901977615406,1,CB,1104418889,15
-6318594648243260200,1,CB,1264913895,4
5486858130716380014,1,CB,1743421493,45
-3389418237339278285,1,CB,1104421063,3
-6943732889918790302,1,CB,1622720091,1
-8864290318978704774,1,CB,1622720411,3
-9094300575996993406,1,CB,1622720295,1
-1436694487551561043,1,CB,1013416598,28
-3075640496904261800,1,CB,1104423593,1
-2566172368007253810,1,CB,1104421063,2
1892329203956310453,1,CB,1104423593,1
7890678121220788321,1,CB,1121218308,4
5622023952783441817,1,CB,1013416636,1
7292461932116996576,1,CB,1104423594,1
-928129994265429046,1,CB,1622720154,5
-7643038417091336506,1,CB,1121218308,6
2791389506538841985,1,CB,1104421063,1
-4431220864515812087,1,CB,1074513113,32
3595870960267733087,1,CB,1121218306,1
-772614475579731585,1,CB,1076120915,1
-3888058005044282336,1,CB,1121218308,1
3812510111018426037,1,CB,1104414825,1
-1675076615276118127,1,CB,1013416597,2
-6829038864223618868,1,CB,1622719964,1
2805367884045523793,1,CB,1622719947,1
6325188815777017774,1,CB,1622719913,1
3388774270052026565,1,CB,1013416636,1
1889350872731271521,1,CB,1103511054,1
1274984866458701403,1,CB,1104421064,2
-8575121549505645880,1,CB,1104418889,2
-3703118736263021578,1,CB,1622719964,1
-7190346577168604372,1,CB,1205121776,10
-3168660669405605108,1,CB,1287214490,4
3982846395081105054,1,CB,2037226709,1
4411349560234658357,1,CB,1013416636,2
2008903591411719782,1,CB,1104421063,2
-196319788171417247,1,CB,1480016957,5
-1357176069818640671,1,CB,1076120915,1
-8413468770074760080,1,CB,1203621492,1
-1172187320301994198,1,CB,1076120915,2
-2619954869163654679,1,CB,1622719947,1
7797831220858499991,1,CB,1121218307,1
27779901964454639,1,CB,1111317188,27
2633808751320266811,1,CB,1121911238,2
-6694852449339965246,1,CB,1203621492,1
4489029045427315477,1,CB,1104421063,2
-6351249745614766130,1,CB,1833723115,1
7100417208216775232,1,CB,1013415252,1
-9133217968728110032,1,CB,1306014454,1
1702536309922503709,1,CB,1104423594,2
-1740990026679277944,1,CB,1102411043,1
-7863717444675023275,2,CB,1104416653,1
-1563466309425491643,1,CB,1121218306,3
-6219587066518992566,1,CB,1622720410,1
-5791787082024748446,1,CB,1913024372,10
-2908174275151020951,1,CB,2047026838,1
3932524562742118557,1,CB,1622720154,1
-3572445621219554961,1,CB,1096710986,7
-6943732889918790302,1,CB,1104423594,2
-154310893869336295,1,CB,1772722045,4
-7982711344875478268,1,CB,1754021775,1
-7368247392909824398,1,CB,1104427089,1
3785376175516210347,1,CB,1013416636,1
-7768215437396941380,1,CB,1966725143,1
1967991303962953311,1,CB,1076120918,1
2967523645074709766,1,CB,1104421063,1
-1665598987373360029,1,CB,1772722045,1
-2868844406779242518,1,CB,1104418889,2
-5791787082024748446,1,CB,2082027384,1
-1197961349927944633,1,CB,1146712288,1
8424105976893362383,1,CB,1792222518,1
7075515048581287273,1,CB,1122013094,2
-6318594648243260200,1,CB,1122013095,2
7420160323282631825,1,CB,1076120918,1
5207201857567965318,1,CB,1927926794,1
2805367884045523793,1,CB,1013416636,1
-7104840614246662997,1,CB,1076120915,3
1593910514575467094,1,CB,1104421063,5
7760221021309720562,1,CB,1272213991,1
8681641385875568878,1,CB,1484717010,1
-3911473967774684324,1,CB,1104425222,1
-6243917925101691976,1,CB,1104416653,2
-7020300459559789010,1,CB,1121218307,9
-6572246366476215471,1,CB,1103511054,6
2016496928981471108,1,CB,1121911238,1
1271950219554656307,1,CB,1164115180,1
-584593722589695970,1,CB,1104416653,1
-4830570350709038612,1,CB,1582218380,4
-6431027637750972942,1,CB,1013419180,2
7770808346833829913,1,CB,1857123591,1
-898496937806577251,1,CB,1913024372,1
-6243917925101691976,1,CB,1104421063,3
5582998872414473601,1,CB,2033226660,3
-7737766704918099513,1,CB,2006326179,1
-5514223658804946163,1,CB,1111317188,1
7737878533041254745,1,CB,2033226660,3
-6010355701014671860,1,CB,1480016957,1
2812457720385010720,1,CB,1104421063,1
-3143366461733881581,1,CB,1104427089,1
-6943732889918790302,1,CB,1833723115,1
6847568132848311401,1,CB,1622720411,4
947744901720437902,1,CB,1569918207,3
-440462812000699374,1,CB,1753622041,1
3260805230755832575,1,CB,1104425222,2
5000931987260401114,1,CB,1917524427,5
203603950099350313,1,SAI,742,1
-8804468740174950342,1,SAI,60,1
2171304689302899161,1,SAI,807,1
2475595930452087803,1,SAI,808,2
3287290561623590556,1,SAI,741,1
2787167147561877972,1,SAI,741,10
6621694315237314467,1,SAI,836,4
7852264137776026934,1,SAI,265,2
-8121640376150220959,1,SAI,745,2
-8850801657066074686,1,SAI,605,1
-4679293922072476189,1,SAI,803,3
5030334362878183322,1,SAI,808,2
7700848836881408170,1,SAI,825,1
-2789574761962263926,1,SAI,836,1
-671149998983312992,1,SAI,808,1
-2300902872269067380,1,SAI,829,1
-3887834874253426049,1,SAI,825,2
-6880311885927422386,1,SAI,747,1
-662391134887550070,1,SAI,829,1
8062424295751554400,1,SAI,64,1
3989227318739506439,1,SAI,807,1
-7390160847526262612,1,SAI,825,2
3065080656233944375,1,SAI,60,2
-5985174128350819029,1,SAI,205,4
-4744700865302953706,1,SAI,810,1
-2883431308708528945,1,SAI,391,2
625598974709316255,1,SAI,829,2
-39400928131566795,1,SAI,757,1
7831996147852755916,1,SAI,716,6
8879070494928509714,1,SAI,752,6
-2552271498067216100,1,SAI,60,2
2347223352397651727,1,SAI,810,2
-3309679560116244268,1,SAI,722,1
-2939923719475523356,1,SAI,813,1
1214112990264966373,1,SAI,745,1
1874575507405516113,1,SAI,749,2
-982128872141133516,1,SAI,710,6
-2625888990797719933,1,SAI,815,1
-1422457522604410228,1,SAI,736,19
6990042355697398413,1,SAI,836,1
6199442504166357746,1,SAI,967,12
-4493383222281782873,1,SAI,605,1
-3677935623714295023,1,SAI,61,1
-7095423300280469670,1,SAI,747,1
4077322782523312092,1,SAI,808,4
-3781703720242546866,1,SAI,823,2
5395479700339188232,1,SAI,747,10
-3672558743455927611,1,SAI,605,1
1539903694837621431,1,SAI,265,4
-8273783992477143458,1,SAI,514,1
-7324316619979598197,1,SAI,716,1
8435129517460569539,1,SAI,745,2
2066494220052652759,1,SAI,736,1
-705230198927924624,1,SAI,821,1
2529483256286475380,1,SAI,829,1
7822342064780910532,1,SAI,757,1
-1683892258707676077,1,SAI,735,1
3326645916765074605,1,SAI,265,6
5956026781469642965,1,SAI,60,2
-6804755470221272379,1,SAI,812,1
-5638568367379363305,1,SAI,815,2
6822168480193008354,1,SAI,749,2
2902370918246396100,1,SAI,742,1
-8887351709516454371,1,SAI,741,1
2214959352829479337,1,SAI,77,1
-4019615904954167252,1,SAI,60,1
-2270316822298628283,1,SAI,825,1
-6736572080665964232,1,SAI,742,1
-57654855518492165,1,SAI,710,2
-944652293203170680,1,SAI,825,1
-1791771285920935112,1,SAI,60,3
-1016426677304899775,1,SAI,829,2
2688024907800909620,1,SAI,808,2
-3585790725190289220,1,SAI,825,1
6766390966392093820,1,SAI,829,3
7983092790712326733,1,SAI,829,1
5093321486252405696,1,SAI,837,2
9035999333127903181,1,SAI,205,1
5698434409883894987,1,SAI,810,1
5089322360507436327,1,SAI,807,1
8622284056054431797,1,SAI,514,1
1127163913141332898,1,SAI,710,1
4321389192599403140,1,SAI,742,3
-2881572944901268093,1,SAI,750,1
2877235829716161768,1,SAI,60,1
7053537426355364279,1,SAI,514,3
-2483776787657187791,1,SAI,747,14
-3391738954716143088,1,SAI,60,1
8365304959613582273,1,SAI,741,18
2405825962080046501,1,SAI,60,3
-4762976290660155596,1,SAI,62,1
3091766977732037056,1,SAI,741,1
1933233040682276204,1,SAI,750,4
-3730970528811386097,1,SAI,757,2
7649753145886064800,1,SAI,741,1
-2635382920053988640,1,SAI,813,1
-2019043904644427095,1,SAI,60,1
4099996688577824407,1,SAI,803,1
-1251935713352977475,1,SAI,825,1
8163198434631397559,2,SAI,821,2
7228592173343757622,1,SAI,752,1
-1652064901014200954,1,SAI,745,1
-3441567740617657859,1,SAI,825,1
1937073436977805360,1,SAI,722,2
-8448089303126033794,1,SAI,837,3
7908916731518264620,1,SAI,265,1
2582240317012653796,1,SAI,735,7
-7275337916569333540,1,SAI,836,2
-5967532045739906954,1,SAI,747,1
6135311356130410400,1,SAI,745,1
-3554475159828859570,1,SAI,736,1
2743890963452507984,1,SAI,752,1
-2900471560431572459,1,SAI,812,5
5383035290139296323,1,SAI,815,2
-911767805165486960,1,SAI,812,1
8178600307948133391,1,SAI,741,7
2050873043478868754,1,SAI,736,26
-8577588510589633946,1,SAI,716,3
3906906439330325740,1,SAI,735,3
7413989582695811300,1,SAI,716,1
8640342788964491012,1,SAI,829,29
-3738137938936794329,1,SAI,265,12
-8668655344149581662,1,SAI,745,1
-4131991336853695197,1,SAI,742,1
-3887461997037056138,1,SAI,812,1
3960356115275644343,1,SAI,810,1
6742691427199381997,1,SAI,829,1
8187559665482812437,1,SAI,736,6
1795225448956270941,1,SAI,61,2
1898938470750416149,1,SAI,829,1
-1446046911648069419,1,SAI,808,1
1566088179148781145,1,SAI,745,2
2360442545302020649,1,SAI,825,1
-8321642380406129006,1,SAI,62,1
4549393389638306886,1,SAI,752,2
-3078548327162032161,1,SAI,716,2
6325188815777017774,1,SAI,803,1
-4397244252128704897,1,SAI,825,2
-6026860154086761353,1,SAI,77,1
-153836164364436198,1,SAI,825,2
6465884433037822248,1,SAI,60,1
-4019716271109721167,1,SAI,77,1
-628065554900390267,1,SAI,741,1
5863218859959401890,1,SAI,808,9
2732237329781808401,1,SAI,803,1
8233379997793900069,1,SAI,605,6
1416003232114054135,1,SAI,810,4
-2875903832867617324,1,SAI,62,3
1117212075038180922,1,SAI,745,1
5601887827539573703,1,SAI,752,2
-7322039517938635018,1,SAI,742,1
5088420866955234905,1,SAI,829,1
6772611943747831567,1,SAI,205,1
2592210252924638939,1,SAI,60,2
4257144450152016084,1,SAI,736,3
101674474040776550,1,SAI,710,7
-8202148228192121635,1,SAI,829,2
2442547556487274050,1,SAI,265,1
3941934265417329049,1,SAI,812,1
-1651342371779112858,1,SAI,265,1
9120839416626669493,1,SAI,825,1
1076270203118130931,1,SAI,514,1
-8993709512401510616,1,SAI,808,1
-542014620618377435,1,SAI,745,6
8997987721137634545,1,SAI,60,1
