"id","FRAUDE","VALOR","HORA_AUX","Dist_max_NAL","Canal1","FECHA","COD_PAIS","CANAL","DIASEM","DIAMES","FECHA_VIN","OFICINA_VIN","SEXO","SEGMENTO","EDAD","INGRESOS","EGRESOS","NROPAISES","Dist_Sum_INTER","Dist_Mean_INTER","Dist_Max_INTER","NROCIUDADES","Dist_Mean_NAL","Dist_HOY","Dist_sum_NAL"
4383087380,0,112964.06,14,279.48,"POS",20150528,"DO","POS",4,28,19740401,198,"M","Personal Plus",52,4872500,5000000,3,8784.62,1464.1,1674.2,7,108.3,1674.2,3032.35
36900411365,0,11323766.46,12,160.62,"POS",20150518,"CU","MCI",1,18,20110530,933,"","PYME",22,111000000,0,4,25500.55,1821.47,2128.97,3,69.27,2128.97,415.59
7343617928,0,113375.06,16,9.53,"POS",20150521,"US","POS",4,21,19990803,9,"F","Personal Plus",39,12000000,6000000,3,7722.44,2574.15,3854.54,3,9.4,4552.41,56.42
1613483011,1,1133815.2,21,399.63,"POS",20150529,"US","MCI",5,29,19850725,834,"M","Personal Plus",48,15000000,5000000,2,9104.82,4552.41,4552.41,4,140.31,4552.41,982.18
1116794913,0,113896.04,8,782.14,"POS",20150503,"US","POS",0,3,20070615,749,"M","Personal Plus",43,5300000,2300000,2,18209.64,4552.41,4552.41,3,525.58,4552.41,1576.74
416794913,0,113896.04,8,782.14,"POS",20150503,"US","POS",0,3,20070615,749,"M","Personal Plus",43,5300000,2300000,2,18209.64,4552.41,4552.41,3,525.58,4552.41,1576.74
3643400901,0,114187.12,17,19.57,"POS",20150511,"US","MCI",1,11,20020705,541,"F","Personal Plus",34,2100000,300000,2,9104.82,4552.41,4552.41,4,14.08,4552.41,154.92
8071786223,0,114562.04,18,461.26,"POS",20150513,"US","MCI",3,13,19970617,238,"M","Preferencial",39,15500000,2000000,2,1942.46,971.23,971.23,9,72.17,4552.41,2814.59
9343728511,0,114616.47,18,23.59,"POS",20150530,"AR","MCI",6,30,19970929,319,"F","Personal Plus",44,3500000,3000000,2,4308.01,4308.01,4308.01,3,16.96,5265.13,67.85
2043756492,0,114682.35,0,472.23,"POS",20150513,"US","MCI",3,13,20110727,935,"F","Personal Plus",37,18000000,12000000,2,18209.64,4552.41,4552.41,6,61.02,4552.41,3417.23
7498543561,0,115118.63,19,243.62,"POS",20150515,"US","MCI",5,15,19950501,116,"M","Preferencial",46,50000000,20000000,2,15714.99,7857.49,7857.49,4,100.69,4552.41,805.52
6052710788,0,1159569.08,17,733.11,"POS",20150505,"PR","POS",2,5,20000424,699,"F","Preferencial",34,8558000,5000000,4,12015.64,2403.13,4552.41,2,733.11,1693.74,1466.21
3071750072,0,11637.01,19,243.62,"POS",20150525,"GT","POS",1,25,19931019,331,"M","Personal Plus",40,8142208,3200000,7,139343.96,3029.22,6294.28,4,121.25,2370.55,1576.3
2332257399,0,1167746.85,19,26.6,"POS",20150528,"US","MCI",4,28,20030722,310,"F","Emprendedor",32,1900000,800000,3,22900.22,3816.7,4552.41,2,26.6,4552.41,26.6
398125144,0,1174219.87,17,243.62,"POS",20150530,"US","MCI",6,30,20110919,611,"M","Preferencial",36,19000000,11000000,2,3387.47,1693.74,1693.74,7,114.82,4552.41,2296.37
1771737346,0,117910.46,20,604.69,"POS",20150503,"US","MCI",0,3,19970709,267,"M","Preferencial",42,20000000,18000000,3,5265.86,1053.17,1162.89,5,122.32,4552.41,3058.06
3032434046,0,117910.46,20,243.62,"POS",20150502,"US","MCI",6,2,19780714,360,"F","Personal Plus",66,9000000,6000000,2,4552.41,4552.41,4552.41,2,243.62,4552.41,2679.85
3232434046,0,117910.46,20,243.62,"POS",20150502,"US","MCI",6,2,19780714,360,"F","Personal Plus",66,9000000,6000000,2,4552.41,4552.41,4552.41,2,243.62,4552.41,2679.85
6771737346,0,117910.46,20,604.69,"POS",20150503,"US","MCI",0,3,19970709,267,"M","Preferencial",42,20000000,18000000,3,5265.86,1053.17,1162.89,5,122.32,4552.41,3058.06
888714861,0,118316.02,20,314.71,"POS",20150519,"US","MCI",2,19,19870101,737,"M","Preferencial",53,25496000,14000000,2,8616.02,4308.01,4308.01,4,42.17,4552.41,1138.6
848732046,0,11889.03,16,61.45,"POS",20150515,"US","POS",5,15,19990310,961,"M","Preferencial",52,3750000,22828000,2,18209.64,4552.41,4552.41,2,61.45,4552.41,184.34
3352699908,0,11907.06,5,23.31,"POS",20150513,"US","POS",3,13,20010627,42,"F","Personal Plus",34,13700000,6800000,2,13657.23,4552.41,4552.41,3,21.17,4552.41,211.73
8652699908,0,11907.06,5,23.31,"POS",20150513,"US","POS",3,13,20010627,42,"F","Personal Plus",34,13700000,6800000,2,13657.23,4552.41,4552.41,3,21.17,4552.41,211.73
6343159106,0,119203.4,15,243.62,"POS",20150515,"US","MCI",5,15,20000802,245,"F","Preferencial",36,16300000,6300000,2,7564.25,3782.13,3782.13,4,41.34,4552.41,2521.52
3616918793,1,1194184.95,17,472.23,"POS",20150528,"EC","MCI",4,28,20000502,738,"M","Preferencial",34,6440000,5000000,4,30592.34,1912.02,4552.41,7,119.43,904.81,4896.73
3664522102,0,1197971.46,12,492.06,"ATM_INT",20150511,"US","ATM_INT",1,11,20100617,82,"F","Emprendedor",39,7830000,1000000,2,13657.23,4552.41,4552.41,3,307.24,4552.41,1228.97
7880821464,1,1200872.44,0,311.31,"ATM_INT",20150509,"PA","ATM_INT",6,9,20130917,673,"M","Personal Plus",29,4180000,300000,2,9104.82,4552.41,4552.41,6,164.09,1043.91,1969.05
5598563483,0,120140.5,18,9.34,"POS",20150515,"US","MCI",5,15,20000518,21,"M","Personal Plus",42,3000000,2000000,2,18209.64,4552.41,4552.41,2,9.34,4552.41,37.37
3221066858,0,120408.05,11,304.29,"POS",20150506,"US","POS",3,6,19990503,193,"F","Preferencial",61,15000000,8000000,3,29372.22,5874.44,7857.49,3,182.87,4552.41,731.48
8379555385,1,1205199.05,6,23.31,"POS",20150514,"US","POS",4,14,19940823,158,"M","Preferencial",43,24791430,7000000,2,4552.41,4552.41,4552.41,2,23.31,4552.41,139.87
7664555426,0,12054.8,6,659.13,"POS",20150514,"US","MCI",4,14,19941110,498,"F","Preferencial",47,10000000,3000000,2,18209.64,4552.41,4552.41,7,348.89,4552.41,4186.72
4571748725,0,12059.07,18,28.59,"POS",20150503,"AW","POS",0,3,19950601,527,"M","Preferencial",40,35500000,2000000,2,9104.82,4552.41,4552.41,3,25.25,971.23,151.52
6971748725,0,12059.07,18,28.59,"POS",20150503,"AW","POS",0,3,19950601,527,"M","Preferencial",40,35500000,2000000,2,9104.82,4552.41,4552.41,3,25.25,971.23,151.52
3379448017,0,1206055.62,15,37.14,"ATM_INT",20150507,"US","ATM_INT",4,7,19931228,171,"M","Personal Plus",47,1600000,1300000,2,4552.41,4552.41,4552.41,3,28.37,4552.41,113.47
7971396099,1,1206572.09,20,216.33,"POS",20150519,"US","POS",2,19,19960723,541,"M","Preferencial",39,20217499,2000000,2,9104.82,4552.41,4552.41,6,28.05,4552.41,813.41
8671396099,1,1206572.09,20,216.33,"POS",20150519,"US","POS",2,19,19960723,541,"M","Preferencial",39,20217499,2000000,2,9104.82,4552.41,4552.41,6,28.05,4552.41,813.41
7271785579,0,120938.63,13,243.62,"POS",20150513,"US","MCI",3,13,19991202,268,"M","Preferencial",36,8700000,5500000,3,7789.51,2596.5,4552.41,3,83.3,4552.41,583.13
5779693572,0,121017.95,18,48.19,"POS",20150526,"US","MCI",2,26,19970617,42,"M","Personal Plus",41,6000000,4000000,3,10914.44,2728.61,4552.41,3,37.17,4552.41,111.52
2071786705,0,121218.08,16,340.09,"POS",20150516,"US","POS",6,16,19970509,611,"M","Preferencial",38,11215333,6000000,2,9104.82,4552.41,4552.41,7,113.8,4552.41,3300.19
9119376940,0,121265.05,13,80.92,"POS",20150529,"US","POS",5,29,19830928,186,"M","Personal Plus",56,8570500,1500000,2,13657.23,4552.41,4552.41,7,45.74,4552.41,640.3
1180210746,1,1213342.23,13,221.58,"ATM_INT",20150503,"US","ATM_INT",0,3,20081105,203,"M","Personal Plus",31,3800000,2500000,2,8892,4446,4446,6,85.66,4552.41,770.9
9480133789,1,1214541.73,5,30.2,"ATM_INT",20150503,"PA","ATM_INT",0,3,20030620,699,"M","Preferencial",33,19000000,5700000,3,15273.33,3818.33,3854.54,3,26.76,6667.61,214.06
9471396099,1,1216656.06,20,216.33,"POS",20150519,"US","POS",2,19,19960723,541,"M","Preferencial",39,20217499,2000000,2,9104.82,4552.41,4552.41,6,28.05,4552.41,813.41
216355013,0,121816.5,18,304.29,"POS",20150519,"US","MCI",2,19,19960619,874,"M","Preferencial",54,51500000,19000000,3,4898.45,2449.22,3854.54,4,203.58,4552.41,610.74
8292501388,0,1220708.16,17,122.43,"ATM_INT",20150505,"US","ATM_INT",2,5,20150302,786,"M","Emprendedor",52,9000000,4500000,2,4552.41,4552.41,4552.41,2,122.43,4552.41,122.43
6321066858,0,122262.07,14,304.29,"POS",20150506,"US","POS",3,6,19990503,193,"F","Preferencial",61,15000000,8000000,3,29372.22,5874.44,7857.49,3,182.87,4552.41,731.48
1673072826,1,1225142.41,1,1217.57,"POS",20150501,"US","MCI",5,1,19780601,517,"M","Preferencial",59,25669500,5000000,2,9104.82,4552.41,4552.41,6,691.97,4552.41,13839.34
4673072826,1,1225142.41,1,1217.57,"POS",20150501,"US","MCI",5,1,19780601,517,"M","Preferencial",59,25669500,5000000,2,9104.82,4552.41,4552.41,6,691.97,4552.41,13839.34
7571599270,0,1225255.5,12,12.01,"ATM_INT",20150519,"US","ATM_INT",2,19,20101201,274,"M","Personal Plus",54,1705000,700000,2,4552.41,4552.41,4552.41,4,9.69,4552.41,96.89
4071691055,0,122891.91,23,9.34,"POS",20150503,"US","MCI",0,3,19901023,360,"M","Personal Plus",47,13500000,5000000,2,9104.82,4552.41,4552.41,2,9.34,4552.41,56.05
8871691055,0,122891.91,23,9.34,"POS",20150503,"US","MCI",0,3,19901023,360,"M","Personal Plus",47,13500000,5000000,2,9104.82,4552.41,4552.41,2,9.34,4552.41,56.05
10071786223,0,123008.01,19,461.26,"POS",20150513,"US","MCI",3,13,19970617,238,"M","Preferencial",39,15500000,2000000,2,1942.46,971.23,971.23,9,72.17,4552.41,2814.59
1824571460,1,1231031.05,20,131.63,"POS",20150520,"US","POS",3,20,20101102,238,"F","Personal Plus",60,3000000,1030000,2,9104.82,4552.41,4552.41,3,29.72,4552.41,356.69
1632297036,1,1231155.03,22,659.13,"POS",20150506,"US","POS",3,6,20030611,272,"F","Personal Plus",30,6600000,3000000,5,58734.39,4195.31,7857.49,5,375.35,4552.41,3378.11
5364557465,0,124066.77,18,567.34,"POS",20150513,"US","MCI",3,13,19951102,430,"F","Personal Plus",46,5000000,0,4,53306.62,5922.96,13397.14,6,194.71,4552.41,1752.37
86300237898,0,124976.86,18,614.04,"POS",20150506,"US","MCI",3,6,19890814,961,"F","Preferencial",56,11000000,4500000,3,24370.75,6092.69,7632.97,2,614.04,4552.41,1228.07
678177635,1,1250061.06,19,720.59,"POS",20150519,"US","POS",2,19,20081118,554,"M","Personal Plus",30,6173000,2000000,2,9104.82,4552.41,4552.41,6,246.98,4552.41,2963.71
3249716272,0,1255269.98,23,626.82,"POS",20150516,"US","MCI",6,16,20120607,523,"F","Preferencial",32,5000000,1000000,2,4552.41,4552.41,4552.41,2,626.82,4552.41,3134.08
4679373629,1,1257266.04,13,470.23,"POS",20150525,"US","POS",1,25,19930913,600,"M","Preferencial",49,35500000,11000000,2,13657.23,4552.41,4552.41,7,225.8,4552.41,7225.54
618345685,1,125727.89,18,583.56,"POS",20150518,"GB","MCI",1,18,19840501,850,"M","Preferencial",65,135147200,0,6,31079.73,3884.97,9284.13,4,404.31,8351.75,4447.4
3415434280,0,126066.07,13,340.79,"POS",20150511,"US","POS",1,11,20030306,540,"M","Preferencial",44,12819167,9862667,2,9104.82,4552.41,4552.41,7,64.49,4552.41,2192.53
7771786148,1,1260678.15,16,243.62,"POS",20150530,"US","MCI",6,30,19961105,250,"M","Preferencial",39,30166000,15000000,3,11079.38,5539.69,6526.97,5,161.31,4552.41,967.86
8279373629,1,1272028.05,13,470.23,"POS",20150525,"US","POS",1,25,19930913,600,"M","Preferencial",49,35500000,11000000,2,13657.23,4552.41,4552.41,7,225.8,4552.41,7225.54
21020781238,0,1273452.75,22,733.11,"POS",20150520,"US","MCI",3,20,20080617,32,"F","Personal Plus",22,4000000,2000000,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4
6279947762,1,1280094.28,16,659.13,"POS",20150526,"MX","MCI",2,26,20071031,498,"M","Preferencial",37,41000000,27000000,2,3237.1,1618.55,1618.55,9,126.38,3854.54,3285.77
1971743945,0,128603.04,17,275.97,"ATM_INT",20150511,"PA","ATM_INT",1,11,19980429,695,"M","Personal Plus",41,8005000,3000000,2,4175.65,1043.91,1043.91,6,50.33,1043.91,1107.35
4771266576,0,128835.08,19,996.19,"POS",20150504,"US","POS",1,4,20060511,2,"M","Personal Plus",33,5000000,0,2,9104.82,4552.41,4552.41,5,420.44,4552.41,3783.99
9671266576,0,128835.08,19,996.19,"POS",20150504,"US","POS",1,4,20060511,2,"M","Personal Plus",33,5000000,0,2,9104.82,4552.41,4552.41,5,420.44,4552.41,3783.99
9279733678,0,128885.05,12,294.43,"POS",20150514,"PA","POS",4,14,20030218,652,"M","Preferencial",34,10500000,2000000,3,29540.45,3282.27,4552.41,5,154.25,1043.91,1234.03
2979598220,0,128907.04,16,131.71,"POS",20150501,"US","POS",5,1,19980325,702,"M","Personal Plus",43,7100000,1800000,2,9104.82,4552.41,4552.41,3,93.43,4552.41,280.3
9279598220,0,128907.04,16,131.71,"POS",20150501,"US","POS",5,1,19980325,702,"M","Personal Plus",43,7100000,1800000,2,9104.82,4552.41,4552.41,3,93.43,4552.41,280.3
5080504385,0,128943.22,23,294.43,"POS",20150506,"US","MCI",3,6,19960523,963,"M","Preferencial",41,25000000,8000000,3,18816.11,2352.01,4552.41,12,69.33,4552.41,2565.32
538177635,1,1289798.09,19,720.59,"POS",20150519,"US","POS",2,19,20081118,554,"M","Personal Plus",30,6173000,2000000,2,9104.82,4552.41,4552.41,6,246.98,4552.41,2963.71
258291236,1,129315.08,20,614.04,"POS",20150501,"US","POS",5,1,19871008,222,"M","Preferencial",69,12000000,4000000,2,9104.82,4552.41,4552.41,4,391.81,4552.41,5485.37
298291236,1,129315.08,20,614.04,"POS",20150501,"US","POS",5,1,19871008,222,"M","Preferencial",69,12000000,4000000,2,9104.82,4552.41,4552.41,4,391.81,4552.41,5485.37
51047400988,0,1293484.48,21,614.04,"POS",20150503,"US","MCI",0,3,20100825,767,"M","Personal Plus",26,12500000,500000,2,18209.64,4552.41,4552.41,4,297.26,4798.32,1189.02
2177012000,0,129823.82,14,711.63,"POS",20150515,"US","MCI",5,15,19951002,692,"M","PYME",54,281000000,0,4,25893.9,3699.13,4552.41,8,421.03,4552.41,8420.56
522802602,0,130164.06,15,659.13,"POS",20150515,"US","POS",5,15,20010322,93,"F","Personal Plus",35,6500000,2000000,2,9104.82,4552.41,4552.41,4,464.36,4552.41,1857.46
6971775623,0,1303121.63,20,461.26,"POS",20150511,"US","MCI",1,11,20000704,543,"M","Preferencial",37,14538190,5080000,5,61592.17,4399.44,8455.65,4,238.07,4552.41,1428.44
6652512413,0,130396.07,8,36.05,"POS",20150522,"AR","POS",5,22,20140203,762,"F","Preferencial",37,17686000,3000000,4,13940.94,2323.49,4308.01,4,32.23,4308.01,709.01
2979690992,0,130563.34,15,243.62,"POS",20150530,"US","MCI",6,30,19981216,313,"M","Preferencial",39,18960002,0,3,19069.26,3178.21,4552.41,6,82.47,4552.41,2226.64
128061210,0,130636.84,15,13.67,"POS",20150520,"US","MCI",3,20,20130312,21,"M","Personal Plus",30,2800000,1200000,2,22762.05,4552.41,4552.41,3,10.4,4552.41,72.82
5042882316,0,130748.02,21,10.34,"POS",20150503,"US","POS",0,3,20000208,230,"F","Preferencial",50,5000000,4500000,2,4886.27,2443.14,2443.14,2,10.34,4552.41,10.34
9142882316,0,130748.02,21,10.34,"POS",20150503,"US","POS",0,3,20000208,230,"F","Preferencial",50,5000000,4500000,2,4886.27,2443.14,2443.14,2,10.34,4552.41,10.34
3371691350,0,1307779.03,13,340.09,"POS",20150507,"US","POS",4,7,19991203,600,"M","Preferencial",47,14264000,3000000,3,20435.63,2919.38,4552.41,8,77.04,4552.41,3312.82
5243626669,1,1314712.45,19,243.62,"POS",20150522,"US","MCI",5,22,19970408,342,"F","Personal Plus",39,4220528,1608000,2,4552.41,4552.41,4552.41,4,46.76,4552.41,1730.26
9143626669,1,1323033.25,19,243.62,"POS",20150522,"US","MCI",5,22,19970408,342,"F","Personal Plus",39,4220528,1608000,2,4552.41,4552.41,4552.41,4,46.76,4552.41,1730.26
7080105340,0,132855.06,11,12.01,"POS",20150519,"US","POS",2,19,20080917,379,"M","Personal Plus",33,2500000,300000,2,9104.82,4552.41,4552.41,2,12.01,4552.41,12.01
7779558012,0,134017.09,15,23.31,"POS",20150502,"US","POS",6,2,19911003,498,"M","Preferencial",42,34000000,0,4,8448.73,1689.75,2443.14,2,23.31,4552.41,93.24
8479558012,0,134017.09,15,23.31,"POS",20150502,"US","POS",6,2,19911003,498,"M","Preferencial",42,34000000,0,4,8448.73,1689.75,2443.14,2,23.31,4552.41,93.24
3971334897,0,1347159.45,23,472.23,"POS",20150515,"US","MCI",5,15,19900205,850,"M","Preferencial",40,7800000,15428000,3,13280.47,2213.41,4552.41,7,107.89,4552.41,3668.27
3379690992,0,13525.21,22,243.62,"POS",20150530,"US","MCI",6,30,19981216,313,"M","Preferencial",39,18960002,0,3,19069.26,3178.21,4552.41,6,82.47,4552.41,2226.64
280815723,0,135424.31,22,1217.57,"POS",20150513,"AR","MCI",3,13,20121022,141,"M","Preferencial",31,9400000,1300000,4,21520.97,3586.83,4446,6,295.63,4308.01,2660.69
398659466,1,1355038.95,18,26.34,"POS",20150527,"US","MCI",3,27,20070207,420,"M","Personal Plus",39,3500000,2000000,2,4552.41,4552.41,4552.41,5,15.75,4552.41,661.52
739444661,1,13565.04,15,41.57,"POS",20150521,"US","POS",4,21,19911101,505,"F","Personal Plus",42,5000000,5000000,2,4552.41,4552.41,4552.41,4,26.81,4552.41,268.13
643733338,0,1357759.05,12,240.94,"POS",20150521,"US","POS",4,21,19821116,275,"F","Personal Plus",43,3300000,2200000,2,9104.82,4552.41,4552.41,5,18.69,4552.41,878.24
1839686547,0,135904.04,18,236.69,"POS",20150503,"PA","POS",0,3,19880224,40,"F","Personal Plus",52,2500000,1500000,2,1043.91,1043.91,1043.91,5,46.5,1043.91,1395.02
5939686547,0,135904.04,18,236.69,"POS",20150503,"PA","POS",0,3,19880224,40,"F","Personal Plus",52,2500000,1500000,2,1043.91,1043.91,1043.91,5,46.5,1043.91,1395.02
7779690992,0,136488.67,22,243.62,"POS",20150530,"US","MCI",6,30,19981216,313,"M","Preferencial",39,18960002,0,3,19069.26,3178.21,4552.41,6,82.47,4552.41,2226.64
1249765300,0,137559.38,3,532.78,"POS",20150521,"US","MCI",4,21,19971009,524,"F","PYME",44,190148500,209727500,2,9104.82,4552.41,4552.41,2,532.78,4552.41,532.78
1742899567,0,137575.13,19,337.29,"POS",20150511,"US","MCI",1,11,19980508,24,"F","Personal Plus",46,6832700,2000000,2,9104.82,4552.41,4552.41,6,56.91,4552.41,1479.67
9443756492,0,137734.32,23,472.23,"POS",20150513,"US","MCI",3,13,20110727,935,"F","Personal Plus",37,18000000,12000000,2,18209.64,4552.41,4552.41,6,61.02,4552.41,3417.23
3013451541,0,13798933.28,21,777.18,"POS",20150521,"US","MCI",4,21,19940801,172,"M","Preferencial",54,30000000,18000000,2,4552.41,4552.41,4552.41,2,777.18,4552.41,1554.36
2371366206,0,13906.08,4,461.26,"POS",20150517,"US","POS",0,17,20000824,7,"M","Personal Plus",31,12700000,600000,3,13280.47,2213.41,4552.41,4,157.07,4552.41,1256.57
2979486925,0,139190.44,1,304.29,"POS",20150503,"US","MCI",0,3,19940801,31,"M","Personal Plus",45,6000000,6000000,5,33771.89,5628.65,15667.16,5,147.37,4552.41,1178.92
3979486925,0,139190.44,1,304.29,"POS",20150503,"US","MCI",0,3,19940801,31,"M","Personal Plus",45,6000000,6000000,5,33771.89,5628.65,15667.16,5,147.37,4552.41,1178.92
28382108,0,1399150.51,15,61.45,"POS",20150530,"US","MCI",6,30,20100708,498,"M","Preferencial",35,21143357,10000000,5,49912.1,4991.21,9793.85,3,29.4,4552.41,323.39
5524327563,1,1404019.59,19,592.76,"POS",20150530,"US","MCI",6,30,19950327,860,"F","Preferencial",60,9500000,3000000,2,7709.08,3854.54,3854.54,3,220.68,4552.41,1324.06
8431164852,0,140720.79,21,26.82,"POS",20150521,"US","MCI",4,21,19970825,60,"F","Personal",52,0,0,2,9104.82,4552.41,4552.41,2,26.82,4552.41,321.86
21017154323,0,141464.03,20,250.92,"POS",20150513,"US","MCI",3,13,20110223,541,"F","Personal Plus",27,4500000,1500000,2,31866.87,4552.41,4552.41,5,127.58,4552.41,1020.61
548125144,0,141898.75,15,243.62,"POS",20150530,"US","MCI",6,30,20110919,611,"M","Preferencial",36,19000000,11000000,2,3387.47,1693.74,1693.74,7,114.82,4552.41,2296.37
6316355013,0,142022.68,15,304.29,"POS",20150519,"US","MCI",2,19,19960619,874,"M","Preferencial",54,51500000,19000000,3,4898.45,2449.22,3854.54,4,203.58,4552.41,610.74
1980882057,1,142153.08,16,234.42,"POS",20150509,"US","POS",6,9,20080815,426,"M","Personal Plus",29,3000000,800000,3,16398.16,4099.54,4552.41,6,91.45,4552.41,2469.1
5932255561,0,142891.05,9,23.59,"POS",20150516,"US","POS",6,16,19940603,551,"F","Personal Plus",32,2529703,0,2,9104.82,4552.41,4552.41,3,16.46,4552.41,65.86
6639776140,0,143422.87,21,294.43,"POS",20150519,"US","MCI",2,19,19920701,180,"F","Personal Plus",47,4000000,2000000,4,34903.35,5817.23,8682.37,3,204.06,4552.41,1224.35
71018462354,1,143754.64,23,173.36,"ATM_INT",20150523,"CL","ATM_INT",6,23,20140718,262,"F","Personal",21,500000,400000,2,4308.01,4308.01,4308.01,2,173.36,3782.13,693.44
128512072,0,1453098.29,13,574.22,"ATM_INT",20150504,"US","ATM_INT",1,4,20150219,5,"M","Personal Plus",58,19289300,8000000,2,4552.41,4552.41,4552.41,5,274.3,4552.41,1645.83
1145530828,0,1453212.81,22,698.52,"POS",20150521,"US","MCI",4,21,20030107,582,"F","Personal Plus",33,6800000,1000000,2,4552.41,4552.41,4552.41,3,314.11,4552.41,4083.46
6180882057,1,14594.04,17,234.42,"POS",20150509,"US","POS",6,9,20080815,426,"M","Personal Plus",29,3000000,800000,3,16398.16,4099.54,4552.41,6,91.45,4552.41,2469.1
733201672,0,1463917.43,5,614.04,"POS",20150501,"US","MCI",5,1,19990405,484,"F","Personal Plus",27,10000000,4000000,4,13146.91,2629.38,4552.41,2,614.04,4552.41,2456.15
8233201672,0,1463917.43,5,614.04,"POS",20150501,"US","MCI",5,1,19990405,484,"F","Personal Plus",27,10000000,4000000,4,13146.91,2629.38,4552.41,2,614.04,4552.41,2456.15
4371773758,0,14684.51,21,973.95,"POS",20150530,"US","MCI",6,30,19941102,279,"M","Preferencial",39,10000000,1000000,5,34180.6,3797.84,5316.75,4,365.48,4552.41,3654.79
238266544,0,147724.76,22,470.23,"POS",20150515,"US","MCI",5,15,19790208,929,"M","Preferencial",69,20000000,5000000,3,15715.64,5238.55,7857.49,4,112.29,4552.41,1122.93
3332434046,0,147895.89,19,243.62,"POS",20150502,"US","MCI",6,2,19780714,360,"F","Personal Plus",66,9000000,6000000,2,4552.41,4552.41,4552.41,2,243.62,4552.41,2679.85
6832434046,0,147895.89,19,243.62,"POS",20150502,"US","MCI",6,2,19780714,360,"F","Personal Plus",66,9000000,6000000,2,4552.41,4552.41,4552.41,2,243.62,4552.41,2679.85
5864555426,0,148225.82,0,659.13,"POS",20150514,"US","MCI",4,14,19941110,498,"F","Preferencial",47,10000000,3000000,2,18209.64,4552.41,4552.41,7,348.89,4552.41,4186.72
6179454028,0,148249.33,23,31.86,"POS",20150529,"US","MCI",5,29,20000222,152,"M","Preferencial",47,37000000,18000000,5,54557.64,4546.47,8351.75,5,20.74,4552.41,228.1
5442145397,0,148480.09,12,181.91,"POS",20150514,"US","POS",4,14,20040715,727,"F","Personal Plus",33,3000000,200000,2,9104.82,4552.41,4552.41,4,104.89,4552.41,629.34
9594251351,0,149462.05,18,55.4,"POS",20150517,"US","POS",0,17,19941102,772,"M","Emprendedor",50,3000000,1500000,2,9104.82,4552.41,4552.41,3,41.51,4552.41,332.05
9379373629,1,149512.07,13,470.23,"POS",20150525,"US","POS",1,25,19930913,600,"M","Preferencial",49,35500000,11000000,2,13657.23,4552.41,4552.41,7,225.8,4552.41,7225.54
2737836403,0,15001.03,2,7.94,"POS",20150526,"US","POS",2,26,19940510,287,"F","Personal Plus",56,2465000,1500000,2,7709.08,3854.54,3854.54,2,7.94,4552.41,15.87
5272270749,0,1507669.14,15,574.65,"ATM_INT",20150520,"US","ATM_INT",3,20,20010122,234,"M","Emprendedor",34,2861000,1000000,2,18209.64,4552.41,4552.41,4,378.79,4552.41,1515.15
1171776988,1,151246.09,23,221.58,"ATM_INT",20150509,"US","ATM_INT",6,9,20010810,21,"M","Personal Plus",36,5200000,2000000,2,15418.15,3854.54,3854.54,3,155.58,4552.41,933.49
5179460867,0,1514437.06,23,733.11,"POS",20150522,"US","MCI",5,22,19920925,20,"M","Preferencial",46,10228000,4000000,2,13657.23,4552.41,4552.41,4,345.16,4552.41,1035.47
8179690992,0,151739.95,13,243.62,"POS",20150530,"US","MCI",6,30,19981216,313,"M","Preferencial",39,18960002,0,3,19069.26,3178.21,4552.41,6,82.47,4552.41,2226.64
228678984,0,15174.78,19,659.13,"POS",20150521,"US","MCI",4,21,19910330,961,"M","Preferencial",57,44000000,727000,2,4552.41,4552.41,4552.41,3,253.16,4552.41,1518.96
738678984,0,15174.78,18,659.13,"POS",20150521,"US","MCI",4,21,19910330,961,"M","Preferencial",57,44000000,727000,2,4552.41,4552.41,4552.41,3,253.16,4552.41,1518.96
4743870429,0,15299.08,9,23.59,"POS",20150530,"US","POS",6,30,19991210,5,"F","Preferencial",35,8600000,3300000,3,10673.77,2668.44,3854.54,5,10.39,4552.41,405.37
4749716272,0,154358.83,1,626.82,"POS",20150516,"US","MCI",6,16,20120607,523,"F","Preferencial",32,5000000,1000000,2,4552.41,4552.41,4552.41,2,626.82,4552.41,3134.08
8631973301,0,154404.57,14,1165.74,"POS",20150515,"US","MCI",5,15,19920909,735,"F","Preferencial",47,12000000,6000000,2,18209.64,4552.41,4552.41,4,588.01,4552.41,2940.07
4798563483,0,154734.04,10,9.34,"POS",20150511,"US","POS",1,11,20000518,21,"M","Personal Plus",42,3000000,2000000,2,18209.64,4552.41,4552.41,2,9.34,4552.41,37.37
1351590112,1,1571304.07,6,167.78,"POS",20150519,"US","POS",2,19,19940419,859,"F","Personal Plus",54,4700000,3000000,2,9104.82,4552.41,4552.41,2,167.78,4552.41,335.57
6451590112,1,1571304.07,6,167.78,"POS",20150519,"US","POS",2,19,19940419,859,"F","Personal Plus",54,4700000,3000000,2,9104.82,4552.41,4552.41,2,167.78,4552.41,335.57
379690992,0,157150.03,0,243.62,"POS",20150530,"US","MCI",6,30,19981216,313,"M","Preferencial",39,18960002,0,3,19069.26,3178.21,4552.41,6,82.47,4552.41,2226.64
370114246,0,158192.08,14,243.62,"POS",20150506,"US","MCI",3,6,19910402,325,"M","Preferencial",57,13236000,3500000,2,4552.41,4552.41,4552.41,7,58.59,4552.41,1406.19
